release1,release2,value
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.11,0.0
org.springframework:spring-core:6.0.6,org.springframework:spring-core:6.1.3,56.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.12,0.0
org.springframework:spring-core:6.0.6,org.springframework:spring-core:6.1.2,52.0
org.springframework:spring-core:6.0.6,org.springframework:spring-core:6.1.1,51.0
org.springframework:spring-core:6.0.6,org.springframework:spring-core:6.1.0,51.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.31,0.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.8,238.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.0.4,226.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.0.3,226.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.10.5,195.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.0.2,226.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.11.4,153.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.29,0.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.15.0,152.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.28,0.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.13.1,105.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.12,238.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.12.2,1.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.11,238.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.14.0,127.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.10,238.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.11.3,153.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.30,0.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.11.2,155.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.10.2,195.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.10.1,197.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.10,0.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.18,74.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.16,77.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.17,76.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.14,79.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.15,77.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.22,148.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.20,148.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.2.0.RELEASE,182.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.25,147.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.0.13,227.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.0.12,227.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.0.11,226.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.19,1.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.7,238.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.18,1.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.16.1,185.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.5,238.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.14.3,129.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.17,1.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.15.2,153.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.9,238.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,3.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.0.14,227.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.13.3,109.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.0,235.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.14.2,129.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.12.3,0.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.6.7.1,458.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.14.1,127.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.26,147.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.23,148.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.24,147.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.29,147.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.27,147.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.28,147.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.9,0.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.8,0.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.7,0.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.4,170.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.23,1.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.22,1.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.20,1.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.4,238.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.0.10,226.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.3,237.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.2,236.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.9.5,9.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:6.1.1,235.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.15.4,155.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.9,8.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.17.2,198.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.4,13.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.12.7.1,4.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.12.7,3.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.13.5,109.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.12.6,2.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.17.1,198.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.15.3,153.0
com.fasterxml.jackson.core:jackson-databind:2.12.4,com.fasterxml.jackson.core:jackson-databind:2.13.4,109.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.12,79.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.4,2.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.13,79.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.3,9.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.10,81.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.2,18.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.11,80.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.1,28.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.0,34.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.26,0.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.25,1.0
org.springframework:spring-webmvc:5.3.27,org.springframework:spring-webmvc:5.3.24,1.0
org.xmlbeam:xmlprojector:1.4.24,org.xmlbeam:xmlprojector:1.4.23,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.11.3,6.0
org.xmlbeam:xmlprojector:1.4.24,org.xmlbeam:xmlprojector:1.4.22,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.14.0,1.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.13.1,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.11.2,6.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.17.2,4.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.12.7,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.15.4,2.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.6.0,30.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.9,155.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.9.0,10.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.0,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.8.0,26.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.1.0,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.20,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.6,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.7,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.1.7,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.8,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.9,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.12.6,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.17.1,4.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.13.5,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.16.1,4.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.14.3,1.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.15.2,2.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.1.12,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.13.4,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.1.2,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.10.2,6.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.1.3,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.10.1,6.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.4,0.0
com.fasterxml.jackson.core:jackson-annotations:2.12.4,com.fasterxml.jackson.core:jackson-annotations:2.12.2,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.1.4,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.5,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.30,4.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.31,4.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.4,4.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.17,4.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.19,4.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.10,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.9,4.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.14,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.13,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.12,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.11,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.18,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.17,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.16,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.0.15,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:6.1.9,0.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.22,4.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.23,4.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.24,4.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.25,4.0
org.springframework:spring-oxm:6.1.5,org.springframework:spring-oxm:5.3.26,4.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.0.6,6.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.0.5,6.0
org.springframework:spring-core:6.0.8,org.springframework:spring-core:6.0.14,20.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.24,250.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.23,251.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.22,251.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.28,241.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.27,242.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.26,242.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.25,249.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.29,241.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.0.8,4.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.18,257.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.2.0.RELEASE,308.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.0.3,26.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.0.2,28.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.0.0,28.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.1.12,55.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.1.11,55.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.1.10,55.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.31,243.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.30,244.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:5.3.9,260.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.1.9,55.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.1.8,55.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.1.7,55.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.1.5,54.0
org.springframework:spring-core:6.0.9,org.springframework:spring-core:6.1.4,53.0
joda-time:joda-time:2.10.14,joda-time:joda-time:2.10.10,0.0
joda-time:joda-time:2.10.14,joda-time:joda-time:1.6,122.0
joda-time:joda-time:2.10.14,joda-time:joda-time:2.9.7,11.0
